0.000264194 	1.21407 	0.475651 	0
0.000794635 	1.62544 	0.206893 	-1.30626e-19
0.0013292 	2.17061 	0.086876 	1.03327e-19
0.00186792 	2.59658 	0.026326 	0
0.00241083 	2.93778 	-0.0105606 	7.76079e-20
0.00295796 	3.21878 	-0.0336305 	0
0.00350935 	3.45282 	-0.0472991 	-6.53735e-20
0.00406502 	3.64961 	-0.0548127 	-6.1369e-20
0.00462501 	3.81706 	-0.0585138 	0
0.00518936 	3.96164 	-0.0600915 	0
0.00575809 	4.08836 	-0.0606684 	0
0.00633124 	4.20109 	-0.0610299 	0
0.00690885 	4.30233 	-0.0617067 	0
0.00749096 	4.39296 	-0.0626703 	-4.78721e-20
0.00807758 	4.47568 	-0.0637332 	0
0.00866877 	4.55215 	-0.064852 	0
0.00926456 	4.62352 	-0.0660225 	0
0.00986497 	4.69057 	-0.0672265 	0
0.0104701 	4.75387 	-0.0684385 	0
0.0110798 	4.81381 	-0.0696353 	0
0.0116944 	4.87073 	-0.0707997 	-7.93783e-20
0.0123137 	4.92488 	-0.0719208 	0
0.0129378 	4.97647 	-0.0729936 	7.58899e-20
0.0135668 	5.02569 	-0.074017 	-7.42778e-20
0.0142006 	5.07272 	-0.0749928 	0
0.0148394 	5.11771 	-0.0759245 	0
0.0154832 	5.1608 	-0.0768164 	6.98881e-20
0.016132 	5.20212 	-0.0776738 	0
0.0167858 	5.24178 	-0.0785031 	0
0.0174447 	5.27989 	-0.0793111 	0
0.0181087 	5.31653 	-0.0800944 	0
0.0187779 	5.35176 	-0.0808518 	0
0.0194522 	5.38563 	-0.0816022 	0
0.0201319 	5.41822 	-0.0823587 	6.16331e-20
0.0208168 	5.44958 	-0.0831185 	0
0.021507 	5.47981 	-0.0838785 	-5.96599e-20
0.0222026 	5.50898 	-0.0846379 	0
0.0229036 	5.53715 	-0.0853981 	5.78167e-20
0.0236101 	5.5644 	-0.0861623 	5.69385e-20
0.024322 	5.59076 	-0.0869346 	0
0.0250395 	5.6163 	-0.0877198 	0
0.0257626 	5.64105 	-0.088523 	0
0.0264912 	5.66506 	-0.0893495 	0
0.0272256 	5.68837 	-0.0902047 	0
0.0279657 	5.71101 	-0.0910942 	0
0.0287115 	5.73302 	-0.0920236 	5.14525e-20
0.0294631 	5.75442 	-0.0929992 	0
0.0302205 	5.77526 	-0.0940266 	0
0.0309839 	5.79555 	-0.0951077 	-4.93829e-20
0.0317532 	5.81531 	-0.0962451 	0
0.0325284 	5.83458 	-0.0974499 	0
0.0333097 	5.85336 	-0.0987335 	0
0.0340971 	5.87168 	-0.100101 	-4.68154e-20
0.0348905 	5.88954 	-0.101556 	0
0.0356902 	5.90699 	-0.103103 	0
0.0364961 	5.92404 	-0.104748 	0
0.0373082 	5.94071 	-0.106497 	0
0.0381266 	5.95702 	-0.108357 	0
0.0389515 	5.97298 	-0.110333 	-4.32625e-20
0.0397827 	5.98862 	-0.112432 	0
0.0406204 	6.00395 	-0.114658 	0
0.0414646 	6.01898 	-0.117014 	0
0.0423153 	6.03372 	-0.119508 	0
0.0431727 	6.04818 	-0.122152 	0
0.0440368 	6.06237 	-0.124954 	0
0.0449075 	6.0763 	-0.127918 	7.87456e-20
0.045785 	6.08997 	-0.13105 	7.7656e-20
0.0466694 	6.10339 	-0.134354 	-7.65686e-20
0.0475606 	6.11657 	-0.137834 	7.54822e-20
0.0484588 	6.12952 	-0.141491 	0
