-0.0168268 	5.31879 	0.475931 	0
-0.0162327 	5.77321 	0.479548 	2.41688e-17
-0.0156387 	5.94376 	0.441833 	-2.85719e-17
-0.0150446 	6.05017 	0.404823 	8.06708e-20
-0.0144506 	6.13514 	0.369514 	1.53407e-17
-0.0138565 	6.21103 	0.335914 	-1.28095e-17
-0.0132625 	6.28273 	0.303647 	5.61089e-18
-0.0126685 	6.35257 	0.272479 	-2.52574e-18
-0.0120744 	6.42181 	0.242252 	4.67132e-18
-0.0114804 	6.49121 	0.212851 	-2.19666e-18
-0.0108863 	6.56126 	0.184183 	0
-0.0102923 	6.63229 	0.156175 	-1.9987e-18
-0.00969821 	6.70457 	0.12877 	1.94429e-18
-0.00910417 	6.7783 	0.101917 	0
-0.00851012 	6.85365 	0.0755753 	0
-0.00791607 	6.93075 	0.0497258 	9.04936e-19
-0.00732202 	7.00975 	0.024367 	-9.01461e-19
-0.00672798 	7.09077 	-0.000639148 	0
-0.00607368 	7.18285 	-0.0286299 	9.73825e-19
-0.00535913 	7.28596 	-0.0598122 	-1.02311e-18
-0.00464458 	7.39159 	-0.09039 	0
-0.00393003 	7.49956 	-0.120345 	0
-0.00321548 	7.6096 	-0.149757 	5.00146e-19
-0.00250093 	7.72137 	-0.178684 	-5.12683e-19
-0.00178638 	7.8344 	-0.207174 	2.52869e-19
-0.00107183 	7.94818 	-0.235279 	-1.33532e-19
-0.000357275 	8.06209 	-0.26297 	-1.30351e-19
0.000329932 	8.17113 	-0.288883 	0
0.000989796 	8.27493 	-0.313078 	0
0.00164966 	8.37711 	-0.337049 	0
0.00230952 	8.47684 	-0.360839 	0
0.00296939 	8.57316 	-0.384436 	0
0.00362925 	8.66499 	-0.407836 	0
0.00428912 	8.75105 	-0.431118 	0
0.00495595 	8.83039 	-0.454348 	0
0.00562976 	8.90234 	-0.47746 	0
0.00630357 	8.96424 	-0.500432 	0
0.00697738 	9.01403 	-0.523073 	2.87142e-18
0.00765119 	9.04943 	-0.545281 	-3.15282e-18
0.008325 	9.06766 	-0.566945 	0
0.00899881 	9.06472 	-0.587901 	0
0.00967262 	9.03432 	-0.607849 	0
0.0103464 	8.96826 	-0.626207 	4.4927e-18
0.0110202 	8.86079 	-0.64229 	-6.40407e-20
0.0117619 	8.69936 	-0.657882 	-4.84777e-18
0.0125271 	8.48553 	-0.67093 	1.02926e-17
0.0132089 	8.26534 	-0.679235 	3.77358e-20
0.0138163 	8.04707 	-0.683991 	6.45042e-20
0.0143574 	7.83088 	-0.685732 	-2.254e-17
0.0148395 	7.6113 	-0.684435 	1.19476e-17
0.015269 	7.37862 	-0.679543 	0
0.0156517 	7.11777 	-0.669872 	0
0.0159926 	6.80494 	-0.653282 	1.74694e-17
0.0162963 	6.40066 	-0.626034 	-2.12132e-17
0.0165668 	5.83311 	-0.580798 	-2.75278e-17
0.0168079 	4.94933 	-0.50104 	-2.64993e-19
0.0170226 	3.48815 	-0.348981 	5.9935e-17
